"","municip_code","state_code","municipality","total_pop","margin_index","marg_grade","deaths_total","deaths_execution","deaths_confront","deaths_aggression"
"349",11029,"11","San Diego de la Unión","37 103",0.3072,"Medio",0,0,0,0
"350",11030,"11","San Felipe","106 952",0.1243,"Medio",0,0,0,0
"351",11031,"11","San Francisco del Rincón","113 570",-1.0588,"Bajo",3,3,0,0
"352",11032,"11","San José Iturbide","72 411",-0.6899,"Medio",1,1,0,0
"353",11033,"11","San Luis de la Paz","115 656",-0.2062,"Medio",1,1,0,0
"354",11034,"11","Santa Catarina","5 120",0.2556,"Medio",0,0,0,0
"355",11035,"11","Santa Cruz de Juventino Rosas","79 214",-0.3148,"Medio",0,0,0,0
"356",11036,"11","Santiago Maravatío","6 670",-0.2895,"Medio",0,0,0,0
"357",11037,"11","Silao","173 024",-0.6614,"Medio",0,0,0,0
"358",11038,"11","Tarandacuao","11 641",-0.5727,"Medio",0,0,0,0
"359",11039,"11","Tarimoro","35 571",-0.413,"Medio",6,6,0,0
"360",11040,"11","Tierra Blanca","18 175",0.6776,"Alto",0,0,0,0
"361",11041,"11","Uriangato","59 305",-1.1459,"Bajo",3,3,0,0
"362",11042,"11","Valle de Santiago","141 058",-0.5554,"Medio",5,4,1,0
"363",11043,"11","Victoria","19 820",0.2578,"Medio",0,0,0,0
"364",11044,"11","Villagrán","55 782",-0.9598,"Bajo",0,0,0,0
"365",11045,"11","Xichú","11 560",1.0404,"Muy alto",0,0,0,0
"366",11046,"11","Yuriria","70 782",-0.4245,"Medio",2,2,0,0
"367",12001,"12","Acapulco de Juárez","789 971",-0.8721,"Bajo",370,326,31,13
"368",12002,"12","Ahuacuotzingo","25 027",1.9493,"Muy alto",1,1,0,0
"369",12003,"12","Ajuchitlán del Progreso","38 203",1.6643,"Muy alto",24,13,11,0
"370",12004,"12","Alcozauca de Guerrero","18 971",2.7452,"Muy alto",2,2,0,0
"371",12005,"12","Alpoyeca","6 637",0.3716,"Medio",0,0,0,0
"372",12006,"12","Apaxtla","12 389",0.4883,"Alto",27,12,15,0
"373",12007,"12","Arcelia","32 181",0.2373,"Medio",6,4,0,2
"374",12008,"12","Atenango del Río","8 390",1.0719,"Muy alto",0,0,0,0
"375",12009,"12","Atlamajalcingo del Monte","5 706",1.9328,"Muy alto",0,0,0,0
"376",12010,"12","Atlixtac","26 341",2.2512,"Muy alto",0,0,0,0
"377",12011,"12","Atoyac de Álvarez","61 316",0.388,"Medio",15,15,0,0
"378",12012,"12","Ayutla de los Libres","62 690",1.4998,"Muy alto",16,16,0,0
"379",12013,"12","Azoyú","14 429",1.0724,"Muy alto",1,1,0,0
"380",12014,"12","Benito Juárez","15 019",-0.1566,"Medio",2,2,0,0
"381",12015,"12","Buenavista de Cuéllar","12 688",-0.5265,"Medio",2,2,0,0
"382",12016,"12","Coahuayutla de José María Izazaga","13 025",2.498,"Muy alto",11,7,4,0
"383",12017,"12","Cocula","14 707",0.5263,"Alto",3,2,1,0
"384",12018,"12","Copala","13 636",0.4677,"Alto",1,1,0,0
"385",12019,"12","Copalillo","14 456",2.3737,"Muy alto",0,0,0,0
"386",12020,"12","Copanatoyac","18 855",2.4685,"Muy alto",2,2,0,0
"387",12021,"12","Coyuca de Benítez","73 460",0.6363,"Alto",19,19,0,0
"388",12022,"12","Coyuca de Catalán","42 069",1.4202,"Muy alto",41,31,8,2
"389",12023,"12","Cuajinicuilapa","25 922",0.5722,"Alto",9,8,1,0
"390",12024,"12","Cualác","7 007",0.8987,"Alto",0,0,0,0
"391",12025,"12","Cuautepec","15 115",1.3961,"Muy alto",0,0,0,0
"392",12026,"12","Cuetzala del Progreso","9 166",1.2773,"Muy alto",2,2,0,0
"393",12027,"12","Cutzamala de Pinzón","21 388",1.0351,"Muy alto",4,4,0,0
"394",12028,"12","Chilapa de Álvarez","120 790",1.5396,"Muy alto",9,9,0,0
"395",12029,"12","Chilpancingo de los Bravo","241 717",-0.8489,"Bajo",63,63,0,0
"396",12030,"12","Florencio Villarreal","20 175",0.4707,"Alto",2,2,0,0
"397",12031,"12","General Canuto A. Neri","6 301",1.1958,"Muy alto",7,7,0,0
"398",12032,"12","General Heliodoro Castillo","36 586",1.9593,"Muy alto",11,5,5,1
"399",12033,"12","Huamuxtitlán","14 393",0.137,"Medio",0,0,0,0
"400",12034,"12","Huitzuco de los Figueroa","37 364",0.4003,"Alto",0,0,0,0
"401",12035,"12","Iguala de la Independencia","140 363",-0.8407,"Bajo",25,24,0,1
"402",12036,"12","Igualapa","10 815",1.1692,"Muy alto",0,0,0,0
"403",12037,"12","Ixcateopan de Cuauhtémoc","6 603",0.6378,"Alto",1,1,0,0
"404",12038,"12","Zihuatanejo de Azueta","118 211",-0.8959,"Bajo",16,6,10,0
"405",12039,"12","Juan R. Escudero","24 364",0.2462,"Medio",3,3,0,0
"406",12040,"12","Leonardo Bravo","24 720",0.7143,"Alto",13,13,0,0
"407",12041,"12","Malinaltepec","29 599",1.9378,"Muy alto",1,1,0,0
"408",12042,"12","Mártir de Cuilapan","17 702",1.7872,"Muy alto",3,3,0,0
"409",12043,"12","Metlatónoc","18 976",3.1165,"Muy alto",2,2,0,0
"410",12044,"12","Mochitlán","11 376",0.377,"Medio",5,5,0,0
"411",12045,"12","Olinalá","24 723",1.7295,"Muy alto",0,0,0,0
"412",12046,"12","Ometepec","61 306",0.9945,"Muy alto",11,11,0,0
"413",12047,"12","Pedro Ascencio Alquisiras","6 978",2.429,"Muy alto",0,0,0,0
"414",12048,"12","Petatlán","44 979",-0.0827,"Medio",32,29,1,2
"415",12049,"12","Pilcaya","11 558",-0.0275,"Medio",7,7,0,0
"416",12050,"12","Pungarabato","37 035",-0.5186,"Medio",47,43,3,1
"417",12051,"12","Quechultenango","34 728",1.2614,"Muy alto",27,22,5,0
"418",12052,"12","San Luis Acatlán","42 360",2.0637,"Muy alto",0,0,0,0
"419",12053,"12","San Marcos","48 501",0.9806,"Muy alto",10,10,0,0
"420",12054,"12","San Miguel Totolapan","28 009",2.5482,"Muy alto",35,15,16,4
"421",12055,"12","Taxco de Alarcón","104 053",-0.2955,"Medio",75,59,16,0
"422",12056,"12","Tecoanapa","44 079",1.0137,"Muy alto",5,5,0,0
"423",12057,"12","Técpan de Galeana","62 071",0.2146,"Medio",49,49,0,0
"424",12058,"12","Teloloapan","53 769",0.6254,"Alto",27,14,5,8
"425",12059,"12","Tepecoacuilco de Trujano","30 470",0.7465,"Alto",14,11,3,0
"426",12060,"12","Tetipac","13 128",0.7835,"Alto",5,5,0,0
"427",12061,"12","Tixtla de Guerrero","40 058",0.3014,"Medio",2,2,0,0
"428",12062,"12","Tlacoachistlahuaca","21 306",2.8056,"Muy alto",4,4,0,0
"429",12063,"12","Tlacoapa","9 967",2.356,"Muy alto",1,1,0,0
"430",12064,"12","Tlalchapa","11 495",0.6309,"Alto",3,0,3,0
"431",12065,"12","Tlalixtaquilla de Maldonado","7 096",1.3919,"Muy alto",0,0,0,0
"432",12066,"12","Tlapa de Comonfort","81 419",0.5276,"Alto",3,3,0,0
"433",12067,"12","Tlapehuala","21 819",0.412,"Alto",3,3,0,0
"434",12068,"12","La Unión de Isidoro Montes de Oca","25 712",0.5005,"Alto",18,15,2,1
"435",12069,"12","Xalpatláhuac","12 240",2.5033,"Muy alto",0,0,0,0
"436",12070,"12","Xochihuehuetlán","7 079",0.8831,"Alto",0,0,0,0
"437",12071,"12","Xochistlahuaca","28 089",2.5179,"Muy alto",1,1,0,0
"438",12072,"12","Zapotitlán Tablas","10 516",1.884,"Muy alto",7,6,1,0
"439",12073,"12","Zirándaro","18 813",1.62,"Muy alto",14,10,4,0
"440",12074,"12","Zitlala","22 587",1.7344,"Muy alto",0,0,0,0
"441",12075,"12","Eduardo Neri","46 158",0.1174,"Medio",12,12,0,0
"442",12076,"12","Acatepec","32 792",2.6287,"Muy alto",0,0,0,0
"443",12077,"12","Marquelia","12 912",0.2003,"Medio",1,1,0,0
"444",12078,"12","Cochoapa el Grande","18 778",4.3632,"Muy alto",0,0,0,0
"445",12079,"12","José Joaquin de Herrera","15 678",2.9907,"Muy alto",0,0,0,0
"446",12080,"12","Juchitán","7 166",1.1076,"Muy alto",1,1,0,0
"447",12081,"12","Iliatenco","10 522",1.7572,"Muy alto",0,0,0,0
"448",13001,"13","Acatlán","20 077",0.165,"Medio",0,0,0,0
"449",13002,"13","Acaxochitlán","40 583",0.8375,"Alto",0,0,0,0
"450",13003,"13","Actopan","54 299",-0.9857,"Bajo",3,0,3,0
"451",13004,"13","Agua Blanca de Iturbide","8 994",0.2928,"Medio",0,0,0,0
"452",13005,"13","Ajacuba","17 055",-0.8787,"Bajo",0,0,0,0
"453",13006,"13","Alfajayucan","18 879",0.0802,"Medio",0,0,0,0
"454",13007,"13","Almoloya","11 294",-0.2593,"Medio",0,0,0,0
"455",13008,"13","Apan","42 563",-0.9757,"Bajo",2,1,1,0
"456",13009,"13","El Arenal","17 374",-0.5121,"Medio",0,0,0,0
"457",13010,"13","Atitalaquia","26 904",-1.4174,"Muy bajo",0,0,0,0
"458",13011,"13","Atlapexco","19 452",0.5576,"Alto",0,0,0,0
"459",13012,"13","Atotonilco el Grande","26 940",-0.1865,"Medio",4,4,0,0
"460",13013,"13","Atotonilco de Tula","31 078",-1.2008,"Bajo",1,1,0,0
"461",13014,"13","Calnali","16 962",0.6783,"Alto",0,0,0,0
"462",13015,"13","Cardonal","18 427",0.0299,"Medio",0,0,0,0
"463",13016,"13","Cuautepec de Hinojosa","54 500",-0.2277,"Medio",1,1,0,0
"464",13017,"13","Chapantongo","12 271",0.0865,"Medio",0,0,0,0
"465",13018,"13","Chapulhuacán","22 402",0.5976,"Alto",0,0,0,0
"466",13019,"13","Chilcuautla","17 436",-0.1561,"Medio",0,0,0,0
"467",13020,"13","Eloxochitlán","2 800",0.1762,"Medio",0,0,0,0
"468",13021,"13","Emiliano Zapata","13 357",-1.2636,"Muy bajo",0,0,0,0
"469",13022,"13","Epazoyucan","13 830",-0.719,"Bajo",2,2,0,0
"470",13023,"13","Francisco I. Madero","33 901",-1.0394,"Bajo",0,0,0,0
"471",13024,"13","Huasca de Ocampo","17 182",-0.136,"Medio",0,0,0,0
"472",13025,"13","Huautla","22 621",0.756,"Alto",0,0,0,0
"473",13026,"13","Huazalingo","12 779",1.0814,"Muy alto",0,0,0,0
"474",13027,"13","Huehuetla","23 563",1.4072,"Muy alto",0,0,0,0
"475",13028,"13","Huejutla de Reyes","122 905",0.1845,"Medio",2,2,0,0
"476",13029,"13","Huichapan","44 253",-0.5789,"Medio",0,0,0,0
"477",13030,"13","Ixmiquilpan","86 363",-0.6902,"Medio",3,3,0,0
"478",13031,"13","Jacala de Ledezma","12 804",0.1953,"Medio",0,0,0,0
"479",13032,"13","Jaltocán","10 933",0.3356,"Medio",0,0,0,0
"480",13033,"13","Juárez Hidalgo","3 193",-0.0036,"Medio",0,0,0,0
"481",13034,"13","Lolotla","9 843",0.4145,"Alto",0,0,0,0
"482",13035,"13","Metepec","11 429",-0.2498,"Medio",0,0,0,0
"483",13036,"13","San Agustín Metzquititlán","9 364",-0.121,"Medio",0,0,0,0
"484",13037,"13","Metztitlán","21 623",0.4722,"Alto",0,0,0,0
"485",13038,"13","Mineral del Chico","7 980",0.0991,"Medio",0,0,0,0
"486",13039,"13","Mineral del Monte","13 864",-1.2622,"Muy bajo",0,0,0,0
"487",13040,"13","La Misión","10 452",1.0204,"Muy alto",0,0,0,0
"488",13041,"13","Mixquiahuala de Juárez","42 834",-1.0543,"Bajo",0,0,0,0
"489",13042,"13","Molango de Escamilla","11 209",0.1648,"Medio",0,0,0,0
"490",13043,"13","Nicolás Flores","6 614",0.4162,"Alto",0,0,0,0
"491",13044,"13","Nopala de Villagrán","15 666",-0.0871,"Medio",0,0,0,0
"492",13045,"13","Omitlán de Juárez","8 963",-0.2265,"Medio",0,0,0,0
"493",13046,"13","San Felipe Orizatlán","39 181",0.7429,"Alto",0,0,0,0
"494",13047,"13","Pacula","5 049",0.8896,"Alto",0,0,0,0
"495",13048,"13","Pachuca de Soto","267 862",-1.7761,"Muy bajo",19,19,0,0
"496",13049,"13","Pisaflores","18 244",0.7803,"Alto",0,0,0,0
"497",13050,"13","Progreso de Obregón","22 217",-1.2284,"Bajo",0,0,0,0
"498",13051,"13","Mineral de la Reforma","127 404",-1.656,"Muy bajo",2,2,0,0
"499",13052,"13","San Agustín Tlaxiaca","32 057",-0.7464,"Bajo",0,0,0,0
"500",13053,"13","San Bartolo Tutotepec","18 137",1.745,"Muy alto",0,0,0,0
"501",13054,"13","San Salvador","32 773",-0.6357,"Medio",0,0,0,0
"502",13055,"13","Santiago de Anaya","16 014",-0.4226,"Medio",0,0,0,0
"503",13056,"13","Santiago Tulantepec de Lugo Guerrero","33 495",-0.9985,"Bajo",2,2,0,0
"504",13057,"13","Singuilucan","14 851",-0.0724,"Medio",0,0,0,0
"505",13058,"13","Tasquillo","16 865",-0.2439,"Medio",0,0,0,0
"506",13059,"13","Tecozautla","35 067",0.0249,"Medio",0,0,0,0
"507",13060,"13","Tenango de Doria","17 206",0.3885,"Medio",0,0,0,0
"508",13061,"13","Tepeapulco","51 664",-1.5244,"Muy bajo",3,2,1,0
"509",13062,"13","Tepehuacán de Guerrero","29 125",1.3754,"Muy alto",0,0,0,0
"510",13063,"13","Tepeji del Río de Ocampo","80 612",-1.035,"Bajo",2,2,0,0
"511",13064,"13","Tepetitlán","9 940",-0.5268,"Medio",0,0,0,0
"512",13065,"13","Tetepango","11 112",-1.0649,"Bajo",0,0,0,0
"513",13066,"13","Villa de Tezontepec","11 654",-0.876,"Bajo",0,0,0,0
"514",13067,"13","Tezontepec de Aldama","48 025",-0.5969,"Medio",0,0,0,0
"515",13068,"13","Tianguistengo","14 037",0.7432,"Alto",0,0,0,0
"516",13069,"13","Tizayuca","97 461",-1.518,"Muy bajo",0,0,0,0
"517",13070,"13","Tlahuelilpan","17 153",-0.9967,"Bajo",0,0,0,0
"518",13071,"13","Tlahuiltepa","9 753",0.6678,"Alto",0,0,0,0
"519",13072,"13","Tlanalapa","10 248",-1.3675,"Muy bajo",0,0,0,0
"520",13073,"13","Tlanchinol","36 382",0.6464,"Alto",2,2,0,0
"521",13074,"13","Tlaxcoapan","26 758",-1.1485,"Bajo",0,0,0,0
"522",13075,"13","Tolcayuca","13 228",-1.0812,"Bajo",0,0,0,0
"523",13076,"13","Tula de Allende","103 919",-1.3562,"Muy bajo",2,0,2,0
"524",13077,"13","Tulancingo de Bravo","151 584",-1.2159,"Bajo",1,1,0,0
"525",13078,"13","Xochiatipan","19 067",1.5487,"Muy alto",0,0,0,0
"526",13079,"13","Xochicoatlán","7 320",0.3717,"Medio",0,0,0,0
"527",13080,"13","Yahualica","23 607",1.261,"Muy alto",0,0,0,0
"528",13081,"13","Zacualtipán de Ángeles","32 437",-0.6668,"Medio",0,0,0,0
"529",13082,"13","Zapotlán de Juárez","18 036",-1.0208,"Bajo",0,0,0,0
"530",13083,"13","Zempoala","39 143",-1.0423,"Bajo",1,1,0,0
"531",13084,"13","Zimapán","38 516",-0.4519,"Medio",0,0,0,0
"532",14001,"14","Acatic","21 206",-0.6618,"Medio",0,0,0,0
"533",14002,"14","Acatlán de Juárez","23 241",-1.4122,"Muy bajo",2,2,0,0
"534",14003,"14","Ahualulco de Mercado","21 714",-1.339,"Muy bajo",0,0,0,0
"535",14004,"14","Amacueca","5 545",-0.6992,"Medio",0,0,0,0
"536",14005,"14","Amatitán","14 648",-1.2035,"Bajo",0,0,0,0
"537",14006,"14","Ameca","57 340",-1.1971,"Bajo",0,0,0,0
"538",14007,"14","San Juanito de Escobedo","8 896",-1.028,"Bajo",0,0,0,0
"539",14008,"14","Arandas","72 812",-0.9927,"Bajo",0,0,0,0
"540",14009,"14","El Arenal","17 545",-1.2962,"Muy bajo",1,1,0,0
"541",14010,"14","Atemajac de Brizuela","6 655",-0.465,"Medio",0,0,0,0
"542",14011,"14","Atengo","5 400",-0.1807,"Medio",0,0,0,0
"543",14012,"14","Atenguillo","4 115",-0.7525,"Bajo",0,0,0,0
"544",14013,"14","Atotonilco el Alto","57 717",-1.0269,"Bajo",11,7,4,0
"545",14014,"14","Atoyac","8 276",-0.5267,"Medio",0,0,0,0
"546",14015,"14","Autlán de Navarro","57 559",-1.4249,"Muy bajo",5,4,0,1
"547",14016,"14","Ayotlán","38 291",-0.5473,"Medio",0,0,0,0
"548",14017,"14","Ayutla","12 664",-0.6855,"Medio",0,0,0,0
"549",14018,"14","La Barca","64 269",-1.1296,"Bajo",9,9,0,0
"550",14019,"14","Bolaños","6 820",2.015,"Muy alto",0,0,0,0
"551",14020,"14","Cabo Corrientes","10 029",-0.2701,"Medio",1,1,0,0
"552",14021,"14","Casimiro Castillo","21 475",-0.9559,"Bajo",0,0,0,0
"553",14022,"14","Cihuatlán","39 020",-0.9848,"Bajo",10,10,0,0
"554",14023,"14","Zapotlán el Grande","100 534",-1.6477,"Muy bajo",8,8,0,0
"555",14024,"14","Cocula","26 174",-1.0451,"Bajo",1,1,0,0
"556",14025,"14","Colotlán","18 091",-1.1121,"Bajo",1,1,0,0
"557",14026,"14","Concepción de Buenos Aires","5 933",-0.5767,"Medio",0,0,0,0
"558",14027,"14","Cuautitlán de García Barragán","17 322",0.6652,"Alto",0,0,0,0
"559",14028,"14","Cuautla","2 171",-0.5572,"Medio",0,0,0,0
"560",14029,"14","Cuquío","17 795",-0.1551,"Medio",1,1,0,0
"561",14030,"14","Chapala","48 839",-1.4626,"Muy bajo",5,5,0,0
"562",14031,"14","Chimaltitán","3 771",1.0794,"Muy alto",4,4,0,0
"563",14032,"14","Chiquilistlán","5 814",-0.1268,"Medio",0,0,0,0
"564",14033,"14","Degollado","21 132",-0.6587,"Medio",1,1,0,0
"565",14034,"14","Ejutla","2 082",-0.7753,"Bajo",0,0,0,0
"566",14035,"14","Encarnación de Díaz","51 396",-0.82,"Bajo",0,0,0,0
"567",14036,"14","Etzatlán","18 632",-1.3493,"Muy bajo",0,0,0,0
"568",14037,"14","El Grullo","23 845",-1.3496,"Muy bajo",0,0,0,0
"569",14038,"14","Guachinango","4 323",-0.0389,"Medio",5,5,0,0
"570",14039,"14","Guadalajara","1 495 189",-1.9841,"Muy bajo",68,64,1,3
"571",14040,"14","Hostotipaquillo","10 284",-0.2416,"Medio",0,0,0,0
"572",14041,"14","Huejúcar","6 084",-0.5755,"Medio",5,0,5,0
"573",14042,"14","Huejuquilla el Alto","8 781",-0.0182,"Medio",0,0,0,0
"574",14043,"14","La Huerta","23 428",-0.6435,"Medio",3,3,0,0
"575",14044,"14","Ixtlahuacán de los Membrillos","41 060",-1.1757,"Bajo",14,14,0,0
"576",14045,"14","Ixtlahuacán del Río","19 005",-0.5679,"Medio",2,2,0,0
"577",14046,"14","Jalostotitlán","31 948",-1.1013,"Bajo",0,0,0,0
"578",14047,"14","Jamay","22 881",-1.0245,"Bajo",1,1,0,0
"579",14048,"14","Jesús María","18 634",-0.4752,"Medio",0,0,0,0
"580",14049,"14","Jilotlán de los Dolores","9 545",0.1583,"Medio",19,8,2,9
"581",14050,"14","Jocotepec","42 164",-1.0043,"Bajo",5,5,0,0
"582",14051,"14","Juanacatlán","13 218",-1.3149,"Muy bajo",0,0,0,0
"583",14052,"14","Juchitlán","5 515",-0.6858,"Medio",0,0,0,0
"584",14053,"14","Lagos de Moreno","153 817",-1.0287,"Bajo",9,9,0,0
"585",14054,"14","El Limón","5 499",-0.9068,"Bajo",0,0,0,0
"586",14055,"14","Magdalena","21 321",-1.1679,"Bajo",1,0,0,1
"587",14056,"14","Santa María del Oro","2 517",1.2982,"Muy alto",0,0,0,0
"588",14057,"14","La Manzanilla de la Paz","3 755",-0.8321,"Bajo",1,1,0,0
"589",14058,"14","Mascota","14 245",-1.1653,"Bajo",6,6,0,0
"590",14059,"14","Mazamitla","13 225",-0.9702,"Bajo",5,5,0,0
"591",14060,"14","Mexticacán","6 034",-0.5944,"Medio",2,1,0,1
"592",14061,"14","Mezquitic","18 084",2.9035,"Muy alto",0,0,0,0
"593",14062,"14","Mixtlán","3 574",-0.361,"Medio",0,0,0,0
"594",14063,"14","Ocotlán","92 967",-1.446,"Muy bajo",9,8,1,0
"595",14064,"14","Ojuelos de Jalisco","30 097",-0.4209,"Medio",1,1,0,0
"596",14065,"14","Pihuamo","12 119",-0.4773,"Medio",3,2,1,0
"597",14066,"14","Poncitlán","48 408",-0.7792,"Bajo",0,0,0,0
"598",14067,"14","Puerto Vallarta","255 681",-1.6883,"Muy bajo",15,15,0,0
"599",14068,"14","Villa Purificación","11 623",-0.0625,"Medio",1,1,0,0
"600",14069,"14","Quitupan","8 691",0.2592,"Medio",3,3,0,0
"601",14070,"14","El Salto","138 226",-1.3075,"Muy bajo",24,22,2,0
"602",14071,"14","San Cristóbal de la Barranca","3 176",-0.1517,"Medio",0,0,0,0
"603",14072,"14","San Diego de Alejandría","6 647",-0.9202,"Bajo",0,0,0,0
"604",14073,"14","San Juan de los Lagos","65 219",-1.1356,"Bajo",0,0,0,0
"605",14074,"14","San Julián","15 454",-1.2443,"Bajo",0,0,0,0
"606",14075,"14","San Marcos","3 762",-0.7102,"Bajo",0,0,0,0
"607",14076,"14","San Martín de Bolaños","3 405",0.0579,"Medio",1,1,0,0
"608",14077,"14","San Martín Hidalgo","26 306",-1.0749,"Bajo",0,0,0,0
"609",14078,"14","San Miguel el Alto","31 166",-1.0028,"Bajo",10,10,0,0
"610",14079,"14","Gómez Farías","14 011",-0.8039,"Bajo",5,2,3,0
"611",14080,"14","San Sebastián del Oeste","5 755",-0.3208,"Medio",4,1,0,3
"612",14081,"14","Santa María de los Ángeles","3 726",-0.2618,"Medio",0,0,0,0
"613",14082,"14","Sayula","34 829",-1.3443,"Muy bajo",3,3,0,0
"614",14083,"14","Tala","69 031",-1.3031,"Muy bajo",1,1,0,0
"615",14084,"14","Talpa de Allende","14 410",-0.5416,"Medio",7,7,0,0
"616",14085,"14","Tamazula de Gordiano","37 986",-1.0063,"Bajo",1,1,0,0
"617",14086,"14","Tapalpa","18 096",-0.5184,"Medio",4,4,0,0
"618",14087,"14","Tecalitlán","16 847",-0.6302,"Medio",32,20,12,0
"619",14088,"14","Tecolotlán","16 573",-0.9737,"Bajo",0,0,0,0
"620",14089,"14","Techaluta de Montenegro","3 511",-0.673,"Medio",0,0,0,0
"621",14090,"14","Tenamaxtlán","7 051",-0.8131,"Bajo",0,0,0,0
"622",14091,"14","Teocaltiche","40 105",-0.7088,"Bajo",0,0,0,0
"623",14092,"14","Teocuitatlán de Corona","10 837",-0.4559,"Medio",1,1,0,0
"624",14093,"14","Tepatitlán de Morelos","136 123",-1.3747,"Muy bajo",3,3,0,0
"625",14094,"14","Tequila","40 697",-1.0358,"Bajo",3,1,2,0
"626",14095,"14","Teuchitlán","9 088",-0.893,"Bajo",1,1,0,0
"627",14096,"14","Tizapán el Alto","20 857",-0.854,"Bajo",4,4,0,0
"628",14097,"14","Tlajomulco de Zúñiga","416 626",-1.656,"Muy bajo",43,43,0,0
"629",14098,"14","Tlaquepaque","608 114",-1.6422,"Muy bajo",44,39,4,1
"630",14099,"14","Tolimán","9 591",0.0598,"Medio",0,0,0,0
"631",14100,"14","Tomatlán","35 050",-0.3362,"Medio",7,7,0,0
"632",14101,"14","Tonalá","478 689",-1.4992,"Muy bajo",17,17,0,0
"633",14102,"14","Tonaya","5 930",-0.7634,"Bajo",4,0,4,0
"634",14103,"14","Tonila","7 256",-0.8378,"Bajo",0,0,0,0
"635",14104,"14","Totatiche","4 435",-0.4473,"Medio",0,0,0,0
"636",14105,"14","Tototlán","21 871",-0.8888,"Bajo",0,0,0,0
"637",14106,"14","Tuxcacuesco","4 234",-0.1945,"Medio",0,0,0,0
"638",14107,"14","Tuxcueca","6 316",-0.832,"Bajo",1,1,0,0
"639",14108,"14","Tuxpan","34 182",-1.0545,"Bajo",1,1,0,0
"640",14109,"14","Unión de San Antonio","17 325",-0.5566,"Medio",1,1,0,0
"641",14110,"14","Unión de Tula","13 737",-1.2001,"Bajo",0,0,0,0
"642",14111,"14","Valle de Guadalupe","6 705",-0.8987,"Bajo",0,0,0,0
"643",14112,"14","Valle de Juárez","5 798",-0.6512,"Medio",1,0,1,0
"644",14113,"14","San Gabriel","15 310",-0.457,"Medio",2,2,0,0
"645",14114,"14","Villa Corona","16 969",-1.0921,"Bajo",1,1,0,0
"646",14115,"14","Villa Guerrero","5 638",0.1819,"Medio",2,2,0,0
"647",14116,"14","Villa Hidalgo","18 711",-1.1148,"Bajo",2,2,0,0
"648",14117,"14","Cañadas de Obregón","4 152",-0.5192,"Medio",0,0,0,0
"649",14118,"14","Yahualica de González Gallo","22 284",-0.9328,"Bajo",13,0,12,1
"650",14119,"14","Zacoalco de Torres","27 901",-0.9211,"Bajo",0,0,0,0
"651",14120,"14","Zapopan","1 243 756",-1.917,"Muy bajo",97,84,13,0
"652",14121,"14","Zapotiltic","29 192",-1.2953,"Muy bajo",5,4,0,1
"653",14122,"14","Zapotitlán de Vadillo","6 685",-0.0289,"Medio",2,2,0,0
"654",14123,"14","Zapotlán del Rey","17 585",-0.4714,"Medio",1,1,0,0
"655",14124,"14","Zapotlanejo","63 636",-0.8002,"Bajo",4,4,0,0
"656",14125,"14","San Ignacio Cerro Gordo","17 626",-0.848,"Bajo",3,3,0,0
"657",15001,"15","Acambay","60 918",0.3032,"Medio",0,0,0,0
"658",15002,"15","Acolman","136 558",-1.3231,"Muy bajo",4,4,0,0
"659",15003,"15","Aculco","44 823",0.2376,"Medio",0,0,0,0
"660",15004,"15","Almoloya de Alquisiras","14 856",0.2089,"Medio",0,0,0,0
"661",15005,"15","Almoloya de Juárez","147 653",-0.3519,"Medio",2,2,0,0
"662",15006,"15","Almoloya del Río","10 886",-1.142,"Bajo",0,0,0,0
"663",15007,"15","Amanalco","22 868",0.1967,"Medio",0,0,0,0
"664",15008,"15","Amatepec","26 334",0.5968,"Alto",1,1,0,0
"665",15009,"15","Amecameca","48 421",-1.1609,"Bajo",5,5,0,0
"666",15010,"15","Apaxco","27 521",-1.1621,"Bajo",5,5,0,0
"667",15011,"15","Atenco","56 243",-1.1095,"Bajo",1,1,0,0
"668",15012,"15","Atizapán","10 299",-0.9067,"Bajo",4,4,0,0
"669",15013,"15","Atizapán de Zaragoza","489 937",-1.7977,"Muy bajo",13,10,3,0
"670",15014,"15","Atlacomulco","93 718",-0.6566,"Medio",1,0,1,0
"671",15015,"15","Atlautla","27 663",-0.5042,"Medio",0,0,0,0
"672",15016,"15","Axapusco","25 559",-0.6206,"Medio",1,1,0,0
"673",15017,"15","Ayapango","8 864",-0.7922,"Bajo",3,3,0,0
"674",15018,"15","Calimaya","47 033",-1.1728,"Bajo",1,1,0,0
"675",15019,"15","Capulhuac","34 101",-1.2716,"Muy bajo",0,0,0,0
"676",15020,"15","Coacalco de Berriozábal","278 064",-2.0502,"Muy bajo",16,14,2,0
"677",15021,"15","Coatepec Harinas","36 174",0.0059,"Medio",1,1,0,0
"678",15022,"15","Cocotitlán","12 142",-1.3282,"Muy bajo",0,0,0,0
"679",15023,"15","Coyotepec","39 030",-1.1729,"Bajo",4,4,0,0
"680",15024,"15","Cuautitlán","140 059",-1.8802,"Muy bajo",3,3,0,0
"681",15025,"15","Chalco","310 130",-1.2413,"Bajo",13,13,0,0
"682",15026,"15","Chapa de Mota","27 551",-0.0087,"Medio",0,0,0,0
"683",15027,"15","Chapultepec","9 676",-1.3902,"Muy bajo",0,0,0,0
"684",15028,"15","Chiautla","26 191",-1.1942,"Bajo",3,3,0,0
"685",15029,"15","Chicoloapan","175 053",-1.5763,"Muy bajo",5,5,0,0
